"word","lemma","uni_lemma","lexical_class","aoa","aoa_fit"
"gallina","gallina","hen","nouns",24,23.9022188301192
"ganar","ganar",NA,"verbs",28,28.0299421779824
"gato","gato","cat","nouns",19,18.4645333574627
"gelatina","gelatina",NA,"nouns",22,21.4363375817255
"gorra","gorra",NA,"nouns",24,23.6345019522583
"gracias","gracia","thank you","other",17,16.4553609999196
"grande","grande","big","adjectives",27,26.5225046866556
"gritar","gritar",NA,"verbs",26,26.0291668251953
"guaguã","guaguã","woof woof","other",16,16
"guantes","guante",NA,"nouns",28,28.1707046916532
"guapo","guapo","cute","adjectives",30,28.6880772948894
"gustar","gustar",NA,"verbs",26,26.8949108706704
"hacer","hacer",NA,"verbs",29,28.9378579345049
"hambre","hambre","hungry","adjectives",24,25.5322049713677
"helicãptero","helicãptero","helicopter","nouns",30,29.3099363909162
"hermana","hermana","sister","other",25,26.487057951941
"hermano","hermanar","brother","other",27,27.6605159441993
"hielo","helar",NA,"nouns",28,27.2059787037915
"hojas","hoja",NA,"nouns",25,26.3822523006883
"hola","hola","hi","other",17,16.5749597275195
"hombro","hombro",NA,"nouns",27,29.08278033362
"hormiga","hormiga","ant","nouns",24,24.4055090453966
"huevo","huevar","egg","nouns",19,19.238149954476
"jabãn","jabãn","soap","nouns",19,20.1667665794835
"jamãn","jamãn","ham","nouns",22,22.3233358112708
"jardãn","jardãn",NA,"other",28,27.5440584079936
"jugar","jugar","play","verbs",24,22.9778520017211
"jugo","jugo","juice","nouns",19,19.83341409293
"juguete","juguete","toy (object)","nouns",22,22.3386883645432
"la","la",NA,"function_words",27,25.6747191900324
"labios","labio",NA,"nouns",27,26.6870524392651
"lãmpara","lãmpara",NA,"nouns",30,29.02396162817
"lãpiz","lãpiz","pen/pencil","nouns",19,21.2072668640376
"las","las",NA,"function_words",30,31.0400095817075
"lavabo","lavabo","sink","nouns",30,29.7811724017175
"lavadora","lavador",NA,"nouns",27,28.4293528911545
"le","le","it","function_words",29,30.0735972248979
"leãn","leãn","lion","nouns",24,24.7590959276464
"leche","leche","milk","nouns",16,16
"lejos","lejos",NA,"function_words",30,29.4200749155242
"lengua","lengua","tongue","nouns",24,21.9259495057268
"lentes","lente","glasses","nouns",24,24.3195362294688
"libro","librar","book","nouns",24,24.7029089335893
"limpio","limpiar","clean (description)","adjectives",28,27.2995283042771
"llave","llave","keys","nouns",23,21.7695862839785
"llorar","llorar","cry","verbs",24,23.8852418195448
"llover","llover",NA,"verbs",27,27.2251592003956
"lluvia","lluvia","rain","nouns",25,24.5717250380703
"lobo","lobo","wolf","nouns",28,27.5935071766802
"los","los",NA,"function_words",30,29.1207246660755
"luna","luna","moon","nouns",23,21.6581387947098
"luz","luz","light (object)","nouns",20,19.8765643750525
"mã","mã",NA,"function_words",24,22.7688006232001
"mãa","mãa","mine","function_words",22,21.2879993637708
"maãana","maãana","tomorrow","other",30,28.808519768868
"mãas","mãas","mine","function_words",30,29.059558936274
"maceta","maceta",NA,"nouns",28,28.8018612469697
"madrina","madrina","godmother","other",30,29.7265124155779
"maestra","maestro","teacher","other",27,25.9577971738797
"mal","mal",NA,"function_words",30,28.513653160358
"malo","malo","bad","adjectives",28,27.4083530220453
"mamã","mamã","mommy","other",16,16
"manguera","manguera",NA,"nouns",30,29.022552055162
"mano","mano","hand","nouns",18,17.8687278617974
"manzana","manzana","apple","nouns",22,21.2665653583035
"mão","mão","mine","function_words",18,18.6063860699398
"mãos","mãos","mine","function_words",29,28.7550734674553
"mariposa","mariposa","butterfly","nouns",25,26.3857523963987
"mãs","mãs","more","function_words",18,16
"me","me","me","function_words",26,27.9387657830447
"medias","medias","tights","nouns",30,29.0687989097211
"medicina","medicinar","medicine","nouns",24,23.9093280432093
"melãn","melãn",NA,"nouns",25,25.7832430233709
"mesa","mesar","table","nouns",19,20.5238377748087
"miau","miau","meow","other",16,16
